Record_ID,Customer_ID,dob,State_ID,Occupation_ID,Investment_Exp,Expected_Fund_Size,Residual_Proportion,Freq_of_Investment_ID,Portfolio_Driver,Risk_Profile_ID,Return_Profile_ID,Stretegy_ID
440877760,1640,26/06/2009,2,14,9,99578.42,0.059718558,3,Auto,5,3,2
337775555,2029,25/12/2021,4,185,7,95530.11,0.096146914,1,Manual,2,5,6
704410240,907,2/11/2008,4,829,1,3772.39,0.344134959,2,Manual,5,5,7
756322223,7510,21/12/1978,1,897,7,99641.64,0.097739043,7,Manual,3,1,2
733982906,2636,6/01/2014,4,112,3,52991.52,0.389804486,5,Auto,5,4,11
222808756,6513,16/12/2021,8,838,1,23161.17,0.244896056,6,Auto,3,1,8
665788787,9303,8/06/1994,4,865,10,46251.86,0.291974059,7,Manual,1,5,1
363136798,3299,14/12/1970,3,106,5,55988.34,0.054961836,7,Manual,3,4,13
302705899,5361,28/03/1994,5,831,9,56254.64,0.037620615,4,Auto,1,5,8
74495510,1655,13/06/1999,3,287,3,33962.15,0.169898885,2,Manual,3,1,4
442021352,5190,13/12/2009,4,27,4,837.54,0.23629983,3,Auto,3,1,12
368623023,7664,6/10/2017,7,117,5,13514.5,0.453353378,4,Manual,4,1,17
590403796,9878,4/05/1987,7,879,9,56864.07,0.206968447,6,Manual,4,1,5
651534952,9708,10/06/1998,7,320,8,28460.28,0.399986127,3,Manual,3,4,16
185705360,8970,5/08/1995,2,13,9,59150.48,0.165325232,1,Manual,3,4,8
504419047,5324,1/10/1976,2,789,3,64312.01,0.410875299,1,Manual,5,2,5
999655561,2004,16/02/2009,6,494,5,23204.19,0.326758072,4,Manual,1,5,16
794566767,842,20/11/2006,1,770,3,72708.02,0.364267188,6,Auto,2,4,11
911315121,6049,20/06/1974,7,862,7,49631.23,0.357444672,6,Auto,4,4,11
458830163,5116,23/11/1999,5,456,6,94911.9,0.173282165,1,Manual,3,5,12
485819865,4394,6/10/1987,4,687,10,12211.86,0.363346484,2,Auto,1,3,16
958423240,6622,20/07/1996,4,768,8,61674.94,0.296169032,6,Auto,1,5,4
823495009,6748,9/12/2009,2,518,8,12594.08,0.372926587,5,Auto,1,3,13
124299319,9545,10/04/2015,3,144,9,23345.77,0.398386521,3,Auto,1,4,12
496512346,3375,16/03/1973,6,819,9,1259.28,0.248236054,7,Manual,2,5,3
413011141,6905,8/06/1981,2,206,4,73887.69,0.038883004,6,Auto,2,1,14
301813191,2507,14/04/1973,4,196,6,67086.08,0.142667215,7,Auto,3,4,17
501454615,1297,7/01/1980,7,913,8,44731.47,0.032683344,1,Auto,5,1,3
870253562,8034,22/04/1976,6,227,5,68158.24,0.395857363,3,Auto,2,2,7
454953810,9021,1/12/1981,2,853,5,65534.19,0.124672415,4,Auto,2,4,9
800223212,7290,3/10/1976,2,807,3,88972.95,0.184409538,5,Manual,4,1,8
610169518,1709,14/04/1990,4,633,1,14154.69,0.006881071,2,Manual,1,2,3
426656990,1955,21/06/2007,4,237,5,63911.23,0.403254968,4,Auto,5,5,17
253224471,382,10/05/2009,6,188,8,48090.45,0.197663608,7,Manual,3,1,2
682696960,4027,1/02/1988,2,13,5,37837.15,0.168146257,3,Manual,2,4,16
32784777,112,4/01/1978,5,664,10,89337.39,0.429479852,1,Manual,5,3,3
982122554,4520,16/04/2010,2,289,4,67115.31,0.115643916,6,Auto,5,2,11
613176692,1234,25/06/1996,3,481,10,10087.95,0.261933133,4,Auto,3,2,3
74699887,4821,17/10/1981,1,508,10,58786.78,0.358490373,7,Manual,5,4,16
512473607,1913,24/06/2017,1,434,10,67343.38,0.296001863,7,Manual,4,5,7
296287099,6108,3/09/1974,6,240,4,50044.86,0.317859316,7,Manual,4,5,1
809909804,4477,6/08/1979,5,777,9,27032.8,0.489046902,1,Manual,1,1,4
989407086,4754,17/05/1998,7,548,10,23758.25,0.093929426,2,Auto,5,2,15
535732325,8717,23/04/2013,3,905,4,89775.13,0.133237581,6,Auto,5,3,6
810865617,3202,3/03/1985,2,447,1,78891.49,0.366858785,1,Auto,1,4,15
477068090,7995,23/08/1982,7,596,5,75525.8,0.384071959,5,Manual,5,2,10
390908824,1707,20/01/1989,4,588,6,61049.52,0.402731029,4,Manual,4,2,17
427746001,963,5/01/2006,5,203,9,63592.01,0.353462793,5,Auto,4,3,8
738525608,9379,23/06/1996,5,239,10,65393.12,0.314579045,6,Manual,5,1,15
802374250,5718,18/02/1982,4,903,8,67201.34,0.233911304,2,Manual,1,3,10
685750466,3513,4/07/1990,8,887,8,96596.37,0.046433977,7,Manual,5,3,10
584352043,4188,2/05/2021,8,527,6,89369.9,0.253049662,4,Auto,1,3,4
732414954,632,26/06/1978,6,491,7,97480.13,0.065771133,6,Auto,1,2,1
157738505,5955,24/06/1976,2,442,10,42462.63,0.231064374,3,Auto,1,3,6
132492529,9118,20/05/1993,3,368,9,25137.98,0.465668999,6,Auto,2,1,17
131454215,3186,23/01/2005,6,825,2,96130.14,0.382397811,5,Manual,5,4,10
287342956,7182,22/10/2015,2,358,2,8582.56,0.481158313,1,Auto,2,2,2
849709544,3203,26/09/2013,2,333,6,89125.53,0.008508375,7,Auto,4,4,11
279196959,1988,12/06/1983,1,890,3,71913.51,0.307592282,3,Manual,5,1,9
836432742,7182,16/06/2014,7,119,2,24393.82,0.287198809,2,Manual,3,2,17
174835407,3426,10/10/2020,2,348,3,57674.96,0.1468967,1,Manual,2,4,8
229582413,6154,3/01/1989,4,39,1,90578.46,0.108803816,1,Manual,3,3,5
646562187,8622,3/06/2005,4,42,6,93668.97,0.282972981,5,Auto,4,2,16
597883403,340,21/01/1981,8,536,5,11315.61,0.375518812,1,Manual,3,4,4
481273920,5508,21/09/1977,3,414,1,36686.74,0.277039712,7,Auto,4,1,2
974723514,7871,18/04/2010,5,112,4,99616.44,0.307450314,6,Auto,5,3,10
999688327,9050,16/08/1976,2,874,10,13606.5,0.074267877,1,Auto,5,1,15
175349403,3762,8/11/1981,4,115,9,17499.39,0.336970583,7,Auto,3,5,4
606689249,7022,21/10/1976,7,344,3,30173.26,0.227253659,2,Manual,3,5,12
443663330,7140,14/01/1979,1,595,8,43520.2,0.356966657,3,Auto,1,2,6
366927860,1709,20/04/1982,6,384,7,46621.34,0.421491338,3,Auto,1,4,11
951188588,8628,4/01/2002,5,315,3,1888.85,0.164107679,7,Auto,4,2,16
345623408,2390,27/06/2013,4,195,9,19125.53,0.493536442,3,Manual,4,2,14
515545626,6846,12/02/2004,1,783,2,77529.44,0.449353638,3,Manual,5,3,10
504540693,6981,20/03/1977,8,420,8,73690.87,0.024344673,3,Auto,5,2,15
800547135,8384,27/02/1980,4,803,3,14349.18,0.362833102,4,Manual,5,4,4
978494034,578,17/04/1970,8,354,6,59945.77,0.440822685,6,Manual,3,4,12
837773437,7627,1/11/1991,1,664,5,87779.89,0.048927589,1,Auto,2,3,11
384177142,7132,12/06/1972,4,215,3,39248.62,0.497466512,2,Manual,2,5,12
97346778,8859,2/08/1974,4,226,4,51271.82,0.049487968,3,Auto,4,3,13
867048085,9358,17/05/1983,5,849,2,60954.52,0.170591981,3,Manual,4,2,13
251278902,4039,20/08/2013,6,185,6,89222.59,0.114272838,3,Auto,5,4,5
270696727,1561,3/09/1996,2,730,10,67119.8,0.427749394,3,Auto,3,3,3
689516102,1844,2/01/2008,3,817,10,702.28,0.305869323,5,Auto,4,4,16
248392912,5691,7/09/2015,5,287,6,55674.03,0.438051581,5,Manual,4,1,4
610903117,1156,4/01/1981,6,691,4,41088.18,0.275246848,1,Manual,3,3,13
444604941,1230,12/11/2010,4,325,8,10817.46,0.331053744,2,Manual,3,1,6
996782310,7848,19/04/1976,5,720,7,91828.93,0.468325521,2,Manual,5,3,16
209910451,1933,24/12/1977,7,22,7,46529.31,0.397804552,6,Auto,2,4,7
222758967,9183,13/02/2002,3,659,6,5737.29,0.2702171,3,Manual,5,2,14
223113176,2828,6/06/2005,5,341,8,56966.25,0.346797026,6,Manual,5,4,12
880041418,6599,23/02/2021,3,216,10,2659.8,0.419537339,3,Auto,1,5,13
839663972,9338,16/09/1996,4,455,7,32658.07,0.174261006,4,Manual,5,2,7
310444618,2649,22/05/1979,4,647,7,81622.42,0.14252898,7,Manual,3,1,16
905628012,842,23/12/2014,4,342,4,5380.17,0.437294818,5,Manual,2,5,17
165810305,9331,27/03/1970,2,561,5,80723.71,0.206757357,2,Auto,3,3,1
310283247,6957,8/02/1981,6,676,9,9951.93,0.216505542,3,Auto,3,5,14
267995772,3548,27/11/1978,6,718,4,49635.47,0.269981804,2,Auto,3,3,13
798089227,1829,14/09/2004,2,672,8,97107.34,0.241314606,3,Auto,3,2,8
865756851,5339,11/05/2011,8,647,7,98478.34,0.071987687,6,Auto,2,3,7
712246795,9159,11/09/1998,5,662,5,65194.57,0.102960881,6,Manual,1,4,12
329831373,2840,7/11/1983,7,887,7,79553.86,0.407564994,3,Manual,5,3,4
427091100,5654,19/03/1979,4,346,10,81941.68,0.084055882,5,Manual,5,1,5
667229507,705,5/11/2003,3,592,4,99248.71,0.252373612,1,Auto,1,1,9
370313749,8857,27/08/2020,2,372,1,32177.11,0.019045066,1,Manual,1,5,13
68651097,5418,28/01/1982,5,30,6,56441.13,0.110454113,2,Manual,1,5,14
33294399,6872,27/04/2021,2,148,2,36273.29,0.309964201,3,Manual,3,2,3
459617635,3244,23/12/2000,7,901,2,66906.2,0.388332346,7,Manual,5,5,13
657458578,2077,27/11/1996,3,264,1,65839.03,0.242785283,3,Manual,4,5,10
911645300,3147,12/12/1995,7,605,3,15375.99,0.040887538,3,Manual,1,1,15
500801034,5828,10/06/2006,5,410,10,49304.1,0.30141745,4,Auto,3,3,12
401030716,1419,9/07/1994,4,592,10,4136.25,0.157262571,7,Manual,4,5,17
284851354,6785,13/04/2017,7,705,7,39350.21,0.470718294,6,Auto,2,3,14
416827410,8224,1/11/1986,2,461,7,16560.91,0.287243355,7,Manual,2,4,5
955819318,8050,4/01/2019,4,648,10,56682.08,0.24006628,5,Auto,3,3,9
809116374,6707,14/03/2018,8,268,3,96908.36,0.199696577,7,Auto,3,2,11
782891575,5245,5/01/1987,8,682,10,18348.79,0.344754534,2,Auto,4,2,7
567217682,9332,11/09/2007,6,27,10,17947.56,0.475959469,7,Auto,5,1,12
738727257,9108,8/11/2011,1,497,6,33373.54,0.422640769,6,Manual,3,4,15
500516413,9377,25/12/1979,1,68,4,23626.75,0.32496043,7,Manual,1,4,5
296876029,9719,20/08/1991,3,512,6,68135.13,0.337580931,1,Manual,2,4,13
527243419,342,4/09/2007,3,889,4,93148.53,0.458737941,6,Auto,4,1,16
574674235,3262,4/09/1987,8,272,7,76935.91,0.142555102,3,Manual,4,1,7
414065237,525,16/08/2020,4,5,9,73404.71,0.085840379,2,Manual,4,5,12
570126690,7830,20/09/1997,8,914,7,72747.32,0.411247263,4,Auto,3,1,16
347511557,5432,15/06/1996,1,325,1,53892.47,0.147146863,3,Manual,5,5,8
878010396,7140,27/04/1976,3,145,8,95504.85,0.181821615,4,Manual,3,4,2
634308887,3467,25/12/2020,4,656,7,14525.48,0.302847912,7,Manual,5,3,10
928861349,9555,7/08/1983,6,58,5,14983.01,0.262117489,6,Manual,3,3,1
797295238,3381,10/07/2014,2,749,2,65411.61,0.490004868,4,Auto,1,5,11
192797615,2114,18/08/2016,5,197,8,55669.22,0.474215524,2,Auto,3,4,7
689938979,9375,15/11/2002,4,548,10,13591.82,0.294223116,3,Auto,4,4,7
241733472,3226,21/04/1986,5,282,9,47638.25,0.371442752,2,Auto,5,1,16
339981117,5165,20/10/2002,2,597,9,38148.33,0.055041275,1,Manual,2,1,16
653634712,1289,12/09/1975,7,346,10,91108.15,0.406556639,5,Manual,2,1,11
553425519,8836,26/10/1980,1,593,4,94063.99,0.154063945,6,Auto,2,2,3
805425832,9931,9/02/1979,4,374,3,88810.5,0.185255598,5,Manual,3,4,13
945581520,8011,13/01/1984,2,465,7,46839.48,0.29263224,3,Auto,5,1,8
479014227,306,27/11/1998,7,28,5,44007.17,0.386225089,5,Auto,3,3,9
502109755,5366,24/04/2020,6,368,4,38090.36,0.210569046,4,Manual,1,3,17
288292312,1678,21/04/1970,1,663,9,27820.5,0.040899873,7,Auto,4,1,9
33716571,4996,7/05/1988,6,129,6,72679.72,0.195844348,5,Manual,5,4,9
461710026,4798,17/05/2021,4,614,9,24753.57,0.244199024,7,Manual,5,3,13
98996656,4796,26/06/2019,6,758,10,51360.33,0.096596025,4,Auto,4,5,4
136969813,7239,12/09/1985,6,435,10,64424.46,0.231791386,1,Manual,1,5,6
695491977,1177,8/10/1987,7,282,1,3601.6,0.316883251,7,Auto,2,4,4
657592423,1128,21/10/2008,5,357,1,96350.14,0.043508319,1,Manual,4,4,12
51724193,847,23/02/1972,8,3,4,18248.36,0.401324011,6,Auto,1,1,9
284520357,8580,13/09/2019,4,549,2,57210.28,0.112130776,6,Manual,1,3,10
531618800,4619,9/11/1970,5,793,6,22581.02,0.397465705,4,Auto,2,4,11
695453504,2719,13/11/2002,4,512,10,22215.54,0.285737726,1,Auto,4,5,11
859582696,3197,23/10/2018,1,676,9,85856.26,0.067183225,1,Manual,3,4,7
189134242,6899,17/05/2004,8,532,5,24596.19,0.239388972,4,Manual,4,4,9
26559074,2512,28/08/1983,4,141,10,53307.44,0.382041402,3,Auto,4,4,3
293866682,404,6/01/1997,3,380,3,43427.19,0.304764554,1,Auto,3,3,3
617443204,8495,28/06/2010,8,850,1,5207.2,0.25014095,5,Auto,3,2,2
363789419,7605,18/03/1998,1,577,4,22412.67,0.471567958,7,Auto,5,2,16
156066431,151,20/07/1995,6,12,1,59313.23,0.013114195,4,Auto,4,2,4
51636588,9996,27/06/1998,6,337,9,70801.03,0.268400688,7,Manual,5,5,5
348930536,1730,27/03/1997,5,34,8,9993,0.161197011,2,Manual,3,5,17
979374698,5134,15/08/1981,8,605,6,99900.77,0.379631813,2,Manual,4,4,10
710354877,5525,16/01/1999,3,330,10,29956.71,0.138928328,4,Manual,1,5,9
232670913,8659,1/07/1979,2,863,8,20532.02,0.22900482,5,Manual,4,1,4
894773571,9326,2/05/2018,5,694,2,85581.92,0.135953186,2,Auto,2,4,11
460397360,7448,3/03/2014,7,475,3,87435.54,0.373387783,5,Manual,5,4,8
110615621,1726,20/03/2006,4,43,9,45324.32,0.335115903,4,Auto,1,2,17
334966037,6589,6/06/2014,7,605,3,37794.58,0.251014639,3,Auto,2,1,2
475869070,7018,15/11/1982,3,487,7,44231.99,0.07889179,4,Manual,1,4,9
187846543,556,8/10/1992,7,490,6,46436.37,0.392808827,1,Auto,1,3,13
538651793,9174,12/04/1974,8,700,8,85171.46,0.492925803,7,Manual,3,5,7
130369530,7307,3/09/1979,6,393,3,7487.05,0.463848623,5,Auto,1,5,6
748347880,4258,11/12/2009,4,830,4,99543.46,0.322754205,5,Auto,4,1,4
928553399,7061,7/12/1981,5,57,4,14770.05,0.419880538,6,Manual,4,2,16
820467540,9501,21/12/1971,3,53,4,68233.66,0.276071157,1,Manual,2,2,8
825519132,263,15/02/2009,7,453,10,78691.44,0.058563375,4,Manual,4,1,11
256306086,9423,11/07/1976,6,442,6,54202.11,0.42897747,2,Manual,5,3,11
118133708,2820,12/10/1997,2,483,1,7219.37,0.463016438,1,Manual,1,1,16
628319774,1251,20/03/2003,7,875,10,67821.93,0.380025156,1,Auto,5,5,12
107775108,875,1/04/1976,6,474,3,42744.68,0.379856013,4,Auto,4,1,14
582817605,270,25/05/1997,5,111,3,12013.46,0.024936294,3,Auto,5,3,14
193537995,9195,19/05/2000,6,903,4,16980.29,0.133780303,5,Auto,2,5,3
216585508,5937,27/08/1977,7,719,9,36543.86,0.441125857,2,Auto,5,3,2
301202897,8881,25/09/2011,6,526,9,59507.84,0.439064787,3,Manual,1,2,13
321044878,3658,11/01/1987,6,148,4,55360.84,0.187498502,5,Auto,1,5,1
763538308,8231,5/07/1985,7,539,7,39347.69,0.476167346,7,Manual,1,5,8
311057352,5316,27/02/2019,1,37,5,73346.83,0.40368644,1,Manual,2,3,2
23891448,5181,12/09/2014,3,358,10,89437.53,0.289460785,6,Manual,4,3,7
299210005,7240,4/10/1997,3,843,8,60538.75,0.007171441,6,Auto,2,3,6
181430918,9662,3/07/2003,8,506,7,2527.66,0.349291952,2,Auto,3,5,2
337180273,4535,6/04/1986,4,357,9,55587.34,0.030627485,5,Manual,4,5,4
82542228,8264,7/05/1986,1,57,6,90196.49,0.440619175,7,Manual,1,2,9
395828218,7615,28/10/1996,4,569,4,68854.85,0.335618861,6,Manual,5,3,4
935918728,8187,2/08/1995,7,785,6,83399.99,0.116780591,2,Auto,2,1,14
292883407,4350,7/07/2006,6,538,10,21929.92,0.499188961,1,Manual,1,4,11
505167154,648,7/02/1995,4,319,9,26405.66,0.37410532,5,Auto,4,2,17
950743856,6739,25/10/2013,5,328,7,16428.71,0.335118576,4,Auto,3,4,10
743487675,2695,13/11/2004,3,331,7,54096.89,0.490334682,1,Auto,2,5,14
40342488,9221,18/03/1986,7,445,2,41326.03,0.07757739,5,Manual,4,1,1
185018320,738,23/09/1974,4,247,1,97347.44,0.124141055,7,Auto,2,5,16
771369582,8027,27/04/1996,1,786,1,41056.99,0.39709561,4,Auto,4,5,5
745890190,2827,6/01/1982,7,383,5,82172.99,0.338451882,1,Auto,3,5,17
168421291,9768,4/08/1991,3,512,4,53577.76,0.129598593,2,Auto,5,1,13
661161595,8209,6/10/2011,4,686,6,47704.93,0.018435852,6,Auto,1,2,11
544643725,8241,12/05/2005,3,440,7,70154.21,0.144996501,1,Manual,1,5,5
981760891,6045,22/02/2009,1,899,3,34722.52,0.473984464,2,Manual,2,4,13
381831157,5651,13/01/1970,2,763,7,57246.85,0.347323017,5,Manual,5,5,16
949842978,7044,23/12/1980,3,68,9,44647.67,0.073944074,1,Auto,5,2,5
18284864,876,12/08/1976,7,220,3,77975.64,0.31134381,3,Manual,1,5,7
940015734,4848,23/06/2001,1,834,6,33874.17,0.175424949,2,Auto,5,4,10
634390736,6755,23/06/2018,3,715,8,66995.73,0.023748214,2,Manual,2,2,8
118125151,9360,8/08/1990,5,663,7,32100.52,0.314191141,6,Manual,1,5,1
940881530,1288,4/04/1999,1,241,5,19196,0.335643711,7,Manual,1,5,2
435979180,2913,19/05/2016,1,401,7,16844.69,0.344249858,5,Manual,1,5,17
366696614,501,3/10/2014,5,889,8,82944.6,0.267606796,3,Auto,5,5,5
561576432,3422,5/02/1991,1,649,6,77958.99,0.378686572,6,Manual,5,4,8
584115319,2120,18/06/1984,4,34,1,71867.45,0.288807467,6,Auto,2,3,6
775099263,4720,6/11/1994,4,173,2,17711.08,0.33048492,1,Auto,2,3,3
949588949,2329,16/03/1988,8,282,7,15059.19,0.147849703,3,Manual,5,5,10
868583212,8913,8/06/1984,8,430,3,28424.86,0.195400211,2,Auto,5,3,17
924307315,587,12/11/1989,7,735,6,45913.32,0.484703958,1,Auto,5,4,13
471863843,4471,11/09/2010,5,169,7,94830.59,0.014970096,3,Manual,2,4,15
721730841,8973,28/12/1993,3,231,10,36658.2,0.406274195,1,Manual,2,5,7
14599616,9794,7/05/2004,8,249,1,21900.9,0.049156323,7,Auto,5,2,9
226237748,3842,26/05/2010,2,741,2,87740.84,0.443439002,6,Manual,5,1,7
102534742,6056,19/03/2009,7,19,7,33493.27,0.400745726,7,Manual,4,3,12
832975151,9880,24/07/1979,2,815,6,71826.55,0.205228475,2,Manual,1,2,5
453985362,2022,21/10/2000,2,192,6,40635.95,0.222644999,4,Auto,2,3,16
776454949,3905,2/03/1978,6,363,8,78538.82,0.34133804,4,Manual,3,4,9
509512940,5206,9/12/2017,4,867,10,61335.97,0.314929399,6,Manual,3,1,10
354818991,7259,15/04/2005,4,270,5,93758.53,0.004760262,3,Auto,3,4,3
167181955,6238,15/07/2000,5,119,3,74420.33,0.071597859,3,Manual,2,1,15
59626771,4924,1/03/2009,8,421,3,52931.12,0.28098677,1,Auto,1,4,16
269608410,6313,11/03/1976,4,546,4,26752.38,0.160758226,2,Auto,5,1,8
436618807,71,4/07/2021,3,226,6,38580.38,0.10186373,1,Auto,4,4,3
635180010,7998,4/01/2014,3,790,7,99336.93,0.232658638,1,Manual,4,5,10
12570024,328,27/02/1986,2,186,3,85636.5,0.233548684,3,Manual,4,4,16
24082210,7825,1/09/1993,8,386,3,48575.02,0.463250447,2,Manual,1,2,10
420899159,1914,23/04/2004,2,734,6,7095.24,0.367516216,4,Manual,1,3,9
529325570,7655,14/09/2001,8,102,6,36953.94,0.120157989,5,Manual,1,3,1
474988884,2522,11/04/1983,5,899,4,16633.32,0.23972044,7,Auto,5,5,16
798887969,6032,6/08/2021,5,607,7,92071.37,0.42186273,1,Auto,1,3,12
914109366,9740,13/12/1987,3,13,1,60451.19,0.23631701,1,Manual,4,1,5
610548213,3872,7/08/2015,2,716,5,46491.89,0.101432209,3,Auto,5,1,14
944980513,4278,25/02/2007,5,364,6,72945.24,0.290669339,4,Auto,1,1,4
447895003,4502,9/04/1995,4,261,7,41736.44,0.003185228,2,Manual,4,2,11
673518355,508,1/09/1989,5,571,6,4051.47,0.471858614,3,Manual,4,2,4
250245224,9723,6/06/1973,1,507,1,12219.63,0.444248536,7,Auto,2,5,8
711038960,7503,3/12/2000,3,432,7,65401.48,0.178793471,2,Manual,2,3,15
133250342,873,27/02/2007,4,878,7,52390.46,0.405761394,6,Manual,4,4,10
353182856,7273,12/06/1973,4,97,8,3395.6,0.08246109,2,Auto,5,5,5
802446981,1964,21/08/2010,8,320,8,77486.01,0.315470136,2,Manual,2,5,6
870328101,26,23/05/2001,5,688,5,10238.24,0.256371837,5,Auto,4,5,14
184121591,9827,26/06/1996,6,246,3,47962.26,0.000718635,7,Auto,1,4,6
36085213,485,3/05/1973,1,804,10,67634.95,0.235483225,4,Auto,1,2,17
452457432,4649,12/06/2013,6,14,2,29746.41,0.11390898,1,Manual,2,2,13
564491562,3299,25/11/1982,3,580,8,70853.35,0.122545421,5,Auto,3,5,5
516940935,8679,15/05/1994,1,429,4,39086.06,0.465453529,4,Auto,5,4,7
